age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,unknown,no
29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,no
60,retired,married,primary,no,364,yes,no,unknown,6,may,631,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,1335,yes,no,unknown,6,may,371,2,-1,0,unknown,no
36,technician,married,secondary,no,1497,no,yes,cellular,21,nov,455,2,94,3,other,no
54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,no
32,blue-collar,married,primary,no,1877,yes,no,unknown,16,may,601,1,-1,0,unknown,no
48,management,divorced,tertiary,no,5978,no,no,cellular,28,jan,58,1,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,no
36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,459,yes,no,unknown,27,may,307,2,-1,0,unknown,no
31,technician,divorced,secondary,no,345,yes,no,cellular,5,may,318,3,-1,0,unknown,no
44,management,single,tertiary,no,295,yes,no,unknown,12,may,103,8,-1,0,unknown,no
50,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no
30,blue-collar,single,primary,no,660,yes,no,unknown,7,may,912,2,-1,0,unknown,no
46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,-1,0,unknown,no
47,management,married,unknown,no,555,yes,no,cellular,17,jul,179,1,-1,0,unknown,no
29,management,single,tertiary,no,630,no,no,cellular,11,aug,94,3,-1,0,unknown,no
30,admin.,married,secondary,no,3750,yes,no,cellular,20,nov,124,1,-1,0,unknown,no
45,admin.,married,secondary,no,251,yes,no,cellular,5,may,304,2,259,2,failure,no
55,housemaid,married,primary,no,0,no,no,unknown,11,jun,306,3,-1,0,unknown,no
39,management,divorced,tertiary,no,224,yes,no,cellular,5,may,106,1,-1,0,unknown,no
52,management,married,tertiary,no,1545,no,no,unknown,20,jun,115,4,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,yes,cellular,14,jul,119,2,-1,0,unknown,no
46,blue-collar,married,primary,no,225,no,no,cellular,22,aug,157,6,-1,0,unknown,no
39,technician,married,tertiary,no,99,no,no,cellular,14,aug,170,2,-1,0,unknown,no
41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,58,13,-1,0,unknown,no
36,technician,single,secondary,no,380,yes,no,unknown,20,may,134,1,-1,0,unknown,no
67,management,married,secondary,no,3240,no,no,cellular,20,may,129,1,-1,0,unknown,no
36,admin.,married,tertiary,no,157,yes,no,cellular,17,apr,277,2,-1,0,unknown,no
36,management,single,tertiary,no,671,yes,no,cellular,1,sep,161,1,457,2,failure,no
37,self-employed,single,tertiary,no,984,no,no,unknown,6,jun,334,1,-1,0,unknown,no
34,management,single,tertiary,no,2679,yes,no,cellular,7,may,195,1,-1,0,unknown,no
33,admin.,married,tertiary,no,568,no,no,cellular,7,jul,219,1,-1,0,unknown,no
44,self-employed,married,tertiary,no,8402,yes,no,cellular,18,aug,515,5,-1,0,unknown,no
46,management,married,secondary,no,231,no,yes,cellular,4,aug,243,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,898,yes,no,cellular,10,jul,347,1,-1,0,unknown,no
27,admin.,single,secondary,no,1,yes,no,unknown,12,may,86,1,-1,0,unknown,no
28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,unknown,no
33,technician,married,secondary,no,0,yes,no,unknown,7,may,432,1,-1,0,unknown,no
34,admin.,married,secondary,no,287,yes,no,unknown,2,jun,149,8,-1,0,unknown,no
40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,281,1,-1,0,unknown,no
41,admin.,married,secondary,no,2,yes,no,unknown,19,jun,64,1,-1,0,unknown,no
37,admin.,married,tertiary,no,1988,no,no,cellular,17,nov,397,2,-1,0,unknown,no
34,management,married,tertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no
54,blue-collar,married,secondary,no,688,yes,no,cellular,4,feb,379,2,-1,0,unknown,no
30,technician,married,secondary,yes,-1019,yes,no,unknown,5,jun,955,4,-1,0,unknown,no
40,housemaid,married,primary,no,322,no,no,unknown,17,jun,140,2,-1,0,unknown,no
40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown,no
45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,130,yes,no,cellular,6,may,302,2,-1,0,unknown,no
27,student,single,secondary,no,106,yes,no,telephone,10,jul,127,1,-1,0,unknown,no
40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no
35,management,single,unknown,no,342,no,yes,cellular,2,feb,427,4,-1,0,unknown,no
28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
33,technician,single,tertiary,no,2412,yes,no,cellular,14,may,91,1,356,2,other,no
33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
32,technician,single,secondary,no,271,yes,yes,cellular,11,may,271,2,-1,0,unknown,no
42,management,married,tertiary,no,479,yes,no,unknown,28,may,217,2,-1,0,unknown,no
34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,-1,0,unknown,no
44,services,married,secondary,no,938,no,no,unknown,12,jun,406,1,-1,0,unknown,no
40,self-employed,married,secondary,no,311,yes,no,unknown,20,may,723,2,-1,0,unknown,no
36,technician,married,tertiary,no,99,yes,yes,cellular,10,feb,86,1,85,1,failure,no
39,blue-collar,married,primary,no,643,no,yes,cellular,28,jul,24,14,-1,0,unknown,no
34,blue-collar,married,secondary,no,233,yes,no,cellular,18,nov,98,1,-1,0,unknown,no
34,unemployed,single,unknown,no,517,no,no,cellular,6,sep,791,3,-1,0,unknown,no
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no
46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,no
39,blue-collar,single,primary,no,656,yes,no,cellular,18,may,190,6,-1,0,unknown,no
35,blue-collar,married,primary,no,-312,yes,yes,telephone,29,jul,38,3,-1,0,unknown,no
41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown,no
34,blue-collar,married,primary,no,277,yes,no,cellular,17,apr,76,2,-1,0,unknown,no
59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
22,blue-collar,single,secondary,no,3992,yes,yes,unknown,19,may,194,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,170,4,-1,0,unknown,no
59,retired,divorced,primary,no,20,no,no,cellular,10,jul,298,1,-1,0,unknown,no
50,services,single,secondary,no,294,no,no,cellular,23,jul,73,1,-1,0,unknown,no
52,management,married,tertiary,no,4504,yes,no,cellular,17,nov,268,2,-1,0,unknown,no
27,student,single,tertiary,no,37,yes,no,cellular,7,may,125,1,364,1,failure,no
46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,no
47,services,single,secondary,no,3644,no,no,unknown,9,jun,83,2,-1,0,unknown,no
57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,unknown,no
33,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,-1,0,unknown,no
32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
46,blue-collar,married,primary,no,10333,yes,no,unknown,9,jun,579,4,-1,0,unknown,no
41,services,divorced,secondary,no,0,yes,no,cellular,9,jul,126,1,-1,0,unknown,no
53,admin.,single,secondary,no,393,no,no,cellular,29,jan,69,1,-1,0,unknown,no
40,management,married,tertiary,no,5142,no,no,cellular,13,jan,147,2,224,1,failure,no
37,blue-collar,married,primary,no,0,yes,no,cellular,5,may,108,1,349,2,failure,no
32,technician,single,secondary,no,4110,yes,no,unknown,26,may,232,3,-1,0,unknown,no
46,management,divorced,secondary,yes,2,no,no,cellular,12,may,115,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no
30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,159,4,-1,0,unknown,no
39,management,married,tertiary,no,1069,no,no,cellular,5,aug,422,1,-1,0,unknown,no
21,admin.,single,secondary,no,66,yes,no,cellular,15,may,31,1,330,2,failure,no
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
54,services,divorced,unknown,no,2177,no,no,unknown,20,may,134,5,-1,0,unknown,no
53,unemployed,divorced,tertiary,no,0,yes,yes,cellular,8,aug,140,2,-1,0,unknown,no
29,admin.,single,secondary,no,305,yes,no,cellular,18,may,18,4,304,1,failure,no
49,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,67,2,-1,0,unknown,no
40,technician,single,secondary,no,3,yes,yes,cellular,11,may,154,1,305,9,failure,no
29,self-employed,single,secondary,no,0,no,no,cellular,28,jan,132,2,-1,0,unknown,no
35,admin.,single,secondary,no,3,yes,no,unknown,28,may,330,5,-1,0,unknown,no
26,technician,single,tertiary,no,822,no,no,telephone,3,feb,371,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,1239,yes,no,cellular,29,jan,112,1,195,1,failure,no
33,housemaid,single,primary,no,39,yes,no,cellular,16,jul,332,3,-1,0,unknown,no
39,unknown,married,secondary,no,1701,no,no,unknown,6,jun,140,1,-1,0,unknown,no
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,unknown,no
50,admin.,divorced,tertiary,no,66,yes,no,cellular,17,nov,77,2,-1,0,unknown,no
41,technician,single,tertiary,no,1413,no,no,telephone,26,aug,81,5,-1,0,unknown,no
51,management,married,tertiary,no,3604,no,yes,telephone,8,jul,287,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,732,yes,no,unknown,7,may,530,2,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,cellular,31,jul,5,25,-1,0,unknown,no
52,blue-collar,single,primary,no,1837,yes,no,cellular,21,nov,217,1,-1,0,unknown,no
39,technician,married,primary,no,1846,no,no,cellular,5,feb,306,5,-1,0,unknown,no
51,technician,married,unknown,no,-168,no,no,cellular,31,jul,56,3,-1,0,unknown,no
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
37,housemaid,single,primary,no,199,yes,no,cellular,10,jul,186,1,-1,0,unknown,no
54,technician,divorced,secondary,no,1663,yes,no,telephone,20,apr,41,1,150,9,other,no
34,self-employed,single,tertiary,no,0,yes,no,unknown,2,jul,48,1,422,1,success,no
50,technician,married,secondary,no,503,yes,no,cellular,24,jul,186,2,-1,0,unknown,no
42,management,single,tertiary,no,-56,yes,no,unknown,20,jun,126,14,-1,0,unknown,no
33,technician,single,secondary,no,7108,no,yes,cellular,21,nov,255,1,-1,0,unknown,no
37,management,married,tertiary,no,5065,no,no,cellular,27,aug,23,19,-1,0,unknown,no
35,blue-collar,single,secondary,no,510,yes,no,unknown,16,may,81,6,-1,0,unknown,no
32,services,single,tertiary,no,143,yes,yes,cellular,22,jul,115,3,-1,0,unknown,no
58,retired,married,primary,no,331,yes,no,unknown,19,may,145,4,-1,0,unknown,no
39,housemaid,married,primary,no,15352,no,no,unknown,16,jun,99,1,-1,0,unknown,no
51,admin.,single,unknown,no,196,no,no,unknown,11,jun,98,1,-1,0,unknown,no
29,blue-collar,divorced,secondary,no,0,yes,no,unknown,25,jun,281,3,-1,0,unknown,no
60,management,married,tertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success,no
41,technician,married,secondary,no,6171,no,no,cellular,28,aug,50,5,-1,0,unknown,no
44,blue-collar,married,primary,no,12,yes,no,unknown,16,may,408,10,-1,0,unknown,no
53,technician,married,secondary,no,2191,no,no,telephone,29,jul,99,5,-1,0,unknown,no
23,services,single,secondary,no,0,yes,no,unknown,29,may,544,4,-1,0,unknown,no
31,services,single,secondary,no,712,no,no,cellular,31,jul,38,25,-1,0,unknown,no
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265,1,-1,0,unknown,no
32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,-204,yes,yes,cellular,11,aug,429,7,-1,0,unknown,no
58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,-502,yes,no,cellular,20,apr,22,4,-1,0,unknown,no
44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,no
46,services,married,secondary,no,198,no,yes,unknown,5,jun,49,1,-1,0,unknown,no
34,management,married,tertiary,no,2657,yes,no,cellular,11,aug,159,3,-1,0,unknown,no
58,services,divorced,secondary,no,739,yes,no,cellular,20,apr,304,7,335,5,failure,no
55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,unknown,no
22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,no
43,management,married,tertiary,no,4923,yes,no,cellular,10,jul,1102,1,-1,0,unknown,no
58,technician,married,unknown,no,1617,yes,no,cellular,5,feb,109,4,274,2,failure,no
30,blue-collar,single,secondary,no,-93,yes,no,unknown,27,may,149,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,no
51,blue-collar,married,primary,no,109,yes,no,unknown,27,may,106,2,-1,0,unknown,no
46,admin.,married,secondary,no,38,yes,yes,cellular,12,may,455,1,-1,0,unknown,no
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no
30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
29,management,married,tertiary,no,620,yes,no,unknown,18,jun,72,3,-1,0,unknown,no
59,management,married,tertiary,no,3640,no,no,cellular,17,nov,226,2,-1,0,unknown,no
52,self-employed,married,primary,no,314,yes,no,cellular,4,feb,131,2,-1,0,unknown,no
40,management,married,tertiary,no,-83,yes,yes,cellular,11,jul,131,2,-1,0,unknown,no
32,management,married,tertiary,no,1331,no,no,cellular,12,aug,93,1,104,4,success,no
25,management,single,tertiary,no,10,no,no,cellular,11,jul,549,2,-1,0,unknown,no
29,management,single,tertiary,no,1431,no,no,cellular,18,jun,201,4,-1,0,unknown,no
30,technician,single,secondary,no,908,yes,no,unknown,21,may,27,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1311,yes,no,unknown,14,may,746,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1875,yes,no,cellular,14,jul,157,3,-1,0,unknown,no
49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,140,1,-1,0,unknown,no
26,services,married,secondary,no,0,yes,no,cellular,18,may,130,4,-1,0,unknown,no
33,management,single,tertiary,no,383,yes,no,cellular,9,jul,125,1,-1,0,unknown,no
49,management,married,tertiary,no,391,no,no,unknown,17,jun,128,1,-1,0,unknown,no
28,admin.,single,secondary,no,7,yes,no,cellular,15,may,87,1,-1,0,unknown,no
32,management,single,tertiary,no,2280,yes,no,cellular,19,nov,206,2,-1,0,unknown,no
43,management,married,tertiary,no,1800,no,no,telephone,29,jul,103,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,61,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,-88,yes,no,unknown,20,may,202,6,-1,0,unknown,no
37,housemaid,single,tertiary,no,206,no,no,cellular,27,aug,115,5,-1,0,unknown,no
38,services,married,secondary,no,433,no,no,unknown,11,jun,148,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,2952,yes,no,unknown,12,jun,307,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,152,yes,no,unknown,26,may,159,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,0,yes,no,telephone,23,jul,40,5,-1,0,unknown,no
31,technician,single,secondary,no,44,no,no,cellular,2,feb,200,5,175,2,failure,no
33,management,married,tertiary,no,571,no,no,cellular,8,aug,390,2,-1,0,unknown,no
46,self-employed,single,secondary,no,2899,no,no,unknown,6,jun,40,1,-1,0,unknown,no
54,management,married,secondary,no,0,no,no,cellular,19,nov,106,1,-1,0,unknown,no
38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,44,28,-1,0,unknown,no
36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,no
50,services,divorced,secondary,no,256,yes,no,unknown,19,may,316,2,-1,0,unknown,no
30,management,married,tertiary,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,no
50,unemployed,married,primary,no,289,yes,no,cellular,12,may,300,5,-1,0,unknown,no
42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,-1,0,unknown,no
45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71,2,-1,0,unknown,no
42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,unknown,no
55,admin.,married,secondary,no,1102,yes,no,cellular,20,nov,195,1,189,2,failure,no
32,blue-collar,single,secondary,no,235,yes,no,cellular,12,may,482,1,-1,0,unknown,no
56,retired,married,primary,no,63,no,no,cellular,19,aug,122,2,-1,0,unknown,no
31,services,married,secondary,no,0,yes,no,cellular,29,jan,224,2,-1,0,unknown,no
28,technician,single,secondary,no,1241,no,no,cellular,24,jul,343,1,-1,0,unknown,no
35,technician,single,secondary,no,915,no,yes,cellular,26,aug,89,3,-1,0,unknown,no
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other,no
43,blue-collar,divorced,primary,no,1234,yes,no,cellular,7,may,307,1,-1,0,unknown,no
30,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,-1,0,unknown,no
32,services,single,secondary,no,49,yes,no,cellular,17,apr,184,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,-108,yes,no,unknown,28,may,290,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,5607,no,no,unknown,20,may,261,1,-1,0,unknown,no
39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other,no
36,technician,single,secondary,no,23,yes,no,cellular,18,may,69,2,333,2,failure,no
53,housemaid,single,primary,no,80,no,no,cellular,5,feb,230,2,-1,0,unknown,no
34,technician,single,secondary,no,1477,yes,no,cellular,20,apr,233,3,-1,0,unknown,no
37,admin.,married,secondary,no,6127,yes,no,cellular,17,apr,1038,2,-1,0,unknown,no
59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,unknown,no
34,admin.,married,secondary,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
33,admin.,single,tertiary,no,280,no,no,cellular,12,nov,189,2,-1,0,unknown,no
30,technician,married,secondary,no,854,yes,no,unknown,2,jun,163,2,-1,0,unknown,no
57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
52,blue-collar,married,primary,no,9444,no,no,cellular,7,jul,271,3,-1,0,unknown,no
44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,-1,0,unknown,no
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,-1,0,unknown,no
39,management,single,tertiary,no,968,yes,no,cellular,7,may,59,1,258,6,failure,no
33,management,single,tertiary,no,259,no,no,cellular,8,apr,195,6,-1,0,unknown,no
35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,155,1,-1,0,unknown,no
50,unemployed,married,secondary,no,49,yes,no,cellular,21,jul,237,1,-1,0,unknown,no
53,management,married,tertiary,yes,0,no,yes,unknown,5,jun,189,1,-1,0,unknown,no
33,self-employed,single,primary,no,4443,no,no,telephone,23,jul,25,6,-1,0,unknown,no
46,management,single,tertiary,no,655,no,yes,unknown,4,jul,68,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,371,yes,no,cellular,23,jul,159,2,-1,0,unknown,no
60,entrepreneur,married,secondary,no,2525,yes,no,unknown,2,jun,94,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,8,no,no,unknown,9,may,64,4,-1,0,unknown,no
43,entrepreneur,married,primary,no,2315,yes,yes,cellular,14,may,42,1,-1,0,unknown,no
54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,-1,0,unknown,no
35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,no
59,retired,married,secondary,no,444,yes,no,unknown,6,jun,137,1,-1,0,unknown,no
39,management,divorced,tertiary,no,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no
37,technician,single,tertiary,no,2642,yes,no,cellular,25,jul,591,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,60,yes,no,unknown,3,jun,215,10,-1,0,unknown,no
32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166,2,-1,0,unknown,no
34,management,divorced,secondary,no,124,yes,no,cellular,21,nov,56,1,163,4,other,no
38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,133,1,-1,0,unknown,no
60,retired,married,primary,no,17413,no,no,unknown,9,jun,200,1,-1,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,30,jul,352,1,-1,0,unknown,no
33,management,single,secondary,no,1473,no,no,telephone,4,feb,43,1,-1,0,unknown,no
33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure,no
31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
42,admin.,married,secondary,no,-465,no,yes,cellular,23,jul,102,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,25,no,no,cellular,11,jul,666,2,-1,0,unknown,no
49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,no
26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,no
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no
57,management,married,secondary,no,262,no,no,cellular,25,jul,276,1,-1,0,unknown,no
34,services,married,secondary,no,70,yes,yes,unknown,23,may,138,4,-1,0,unknown,no
57,blue-collar,married,secondary,no,-353,no,yes,unknown,29,may,26,3,-1,0,unknown,no
26,management,single,tertiary,no,-630,yes,yes,unknown,3,jun,192,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,429,yes,no,unknown,30,may,140,2,-1,0,unknown,no
26,technician,married,unknown,no,-277,yes,no,cellular,16,apr,1018,2,-1,0,unknown,no
32,management,single,tertiary,no,47,no,no,cellular,19,aug,133,4,-1,0,unknown,no
37,technician,married,secondary,no,-421,yes,no,unknown,6,may,183,5,-1,0,unknown,no
33,unknown,married,secondary,no,335,no,no,cellular,11,aug,566,7,-1,0,unknown,no
33,admin.,married,tertiary,no,585,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,2455,yes,no,telephone,18,nov,18,1,-1,0,unknown,no
56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,1815,yes,no,unknown,28,may,232,4,-1,0,unknown,no
31,unemployed,single,secondary,no,500,yes,no,cellular,18,may,184,2,350,2,failure,no
50,blue-collar,married,primary,no,157,no,no,cellular,27,aug,50,4,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,27,aug,18,14,-1,0,unknown,no
34,blue-collar,married,primary,no,-144,yes,no,unknown,6,may,79,2,-1,0,unknown,no
43,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,no
30,management,single,tertiary,no,2907,yes,no,cellular,30,dec,146,2,218,1,failure,no
34,technician,married,tertiary,no,2656,yes,no,cellular,24,jul,302,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,may,219,1,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,21,aug,173,2,-1,0,unknown,no
45,technician,divorced,tertiary,no,378,yes,yes,cellular,13,may,67,2,-1,0,unknown,no
60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,no
29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no
41,blue-collar,married,unknown,no,1057,yes,no,unknown,14,may,247,2,-1,0,unknown,no
46,blue-collar,single,secondary,no,-100,yes,no,cellular,8,may,445,2,303,1,failure,no
41,technician,married,secondary,no,349,no,yes,cellular,27,feb,48,1,-1,0,unknown,no
51,management,married,primary,no,108,no,no,cellular,18,nov,169,2,-1,0,unknown,no
44,admin.,divorced,tertiary,no,0,yes,no,cellular,7,jul,96,3,-1,0,unknown,no
27,management,single,secondary,no,565,yes,no,cellular,18,may,170,2,346,11,failure,no
47,technician,divorced,secondary,no,191,no,no,cellular,19,aug,228,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,16649,yes,no,cellular,5,feb,173,1,-1,0,unknown,no
34,management,married,tertiary,no,76,no,no,unknown,8,may,335,9,-1,0,unknown,no
59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown,no
60,management,divorced,tertiary,no,-4057,yes,no,cellular,18,may,242,6,-1,0,unknown,no
42,blue-collar,married,primary,no,161,yes,no,unknown,20,jun,365,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,2374,no,no,cellular,30,jul,143,2,-1,0,unknown,no
38,services,married,primary,no,-93,yes,no,unknown,3,jun,263,1,-1,0,unknown,no
32,technician,single,secondary,no,309,yes,yes,cellular,16,apr,346,1,234,3,failure,no
43,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,103,6,-1,0,unknown,no
33,management,single,tertiary,no,417,yes,no,cellular,4,may,170,2,87,1,failure,no
41,services,divorced,secondary,no,5745,yes,yes,cellular,15,may,69,3,357,1,failure,no
33,technician,single,tertiary,no,68,no,no,cellular,14,aug,96,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,132,yes,no,unknown,30,may,171,1,-1,0,unknown,no
26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,unknown,no
38,technician,married,secondary,no,275,yes,no,cellular,3,apr,277,2,333,1,failure,no
32,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,293,3,322,2,failure,no
50,self-employed,married,secondary,no,-465,yes,no,unknown,30,may,42,11,-1,0,unknown,no
27,blue-collar,married,secondary,no,484,yes,no,cellular,15,may,210,1,361,2,failure,no
52,technician,married,secondary,no,272,no,yes,cellular,17,jul,53,1,-1,0,unknown,no
32,technician,single,tertiary,no,1190,yes,no,cellular,8,aug,131,4,-1,0,unknown,no
56,management,single,tertiary,no,4542,no,no,unknown,12,may,148,2,-1,0,unknown,no
31,technician,divorced,tertiary,no,2287,yes,no,unknown,21,may,97,1,-1,0,unknown,no
47,management,married,tertiary,no,618,yes,no,cellular,7,may,50,2,359,3,failure,no
35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
37,admin.,married,secondary,no,3427,no,no,cellular,27,feb,46,1,-1,0,unknown,no
32,services,single,secondary,no,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
50,management,married,unknown,no,3304,no,no,unknown,5,jun,1009,2,-1,0,unknown,no
34,technician,married,secondary,no,1194,no,yes,cellular,20,aug,219,2,-1,0,unknown,no
71,retired,divorced,tertiary,no,780,no,no,telephone,22,apr,220,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-237,yes,no,telephone,10,jul,73,1,-1,0,unknown,no
